type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2018-10-24 09:51:48,53.62053721,9.88325609,5,63.600,,6.750,11,17,20,,
T,2018-10-24 09:51:49,53.62059241,9.88329842,5,63.600,,6.625,25,17,20,,
T,2018-10-24 09:51:50,53.62064014,9.88336572,5,63.500,,6.688,41,17,20,,
T,2018-10-24 09:51:51,53.62068729,9.88345935,5,63.300,,7.875,52,16,20,,
T,2018-10-24 09:51:52,53.62073746,9.88356672,5,63.200,,8.688,55,16,20,,
T,2018-10-24 09:51:53,53.62079336,9.88368222,5,62.900,,9.250,52,16,20,,
T,2018-10-24 09:51:54,53.62084860,9.88379890,5,62.700,,9.500,51,17,20,,
T,2018-10-24 09:51:55,53.62090426,9.88391440,5,62.500,,9.500,52,16,20,,
T,2018-10-24 09:51:56,53.62095756,9.88402672,5,62.400,,9.250,52,16,20,,
T,2018-10-24 09:51:57,53.62100538,9.88413627,5,62.300,,8.812,55,16,20,,
T,2018-10-24 09:51:58,53.62104390,9.88425119,5,62.200,,8.688,61,15,20,,
T,2018-10-24 09:51:59,53.62106892,9.88437030,5,62.300,,8.312,71,17,20,,
T,2018-10-24 09:52:00,53.62107328,9.88449208,5,62.300,,7.938,85,17,20,,
T,2018-10-24 09:52:01,53.62105957,9.88461102,5,62.300,,7.875,100,17,20,,
T,2018-10-24 09:52:02,53.62102236,9.88472234,5,62.300,,8.188,118,17,19,,
T,2018-10-24 09:52:03,53.62095836,9.88482032,5,62.400,,9.125,139,16,18,,
T,2018-10-24 09:52:04,53.62088565,9.88491378,5,62.500,,10.000,146,15,19,,
T,2018-10-24 09:52:05,53.62080912,9.88500967,5,62.300,,10.375,148,17,20,,
T,2018-10-24 09:52:06,53.62073414,9.88510958,5,62.400,,10.438,145,17,20,,
T,2018-10-24 09:52:07,53.62065829,9.88521008,5,62.400,,10.500,143,16,20,,
T,2018-10-24 09:52:08,53.62058226,9.88530664,5,62.200,,10.312,142,17,20,,
T,2018-10-24 09:52:09,53.62050632,9.88539951,5,61.800,,10.062,142,17,20,,
T,2018-10-24 09:52:10,53.62043470,9.88549037,5,62.200,,9.812,142,16,19,,
T,2018-10-24 09:52:11,53.62036509,9.88557762,5,62.200,,9.750,142,16,20,,
T,2018-10-24 09:52:12,53.62029430,9.88566723,5,62.200,,9.812,142,17,20,,
T,2018-10-24 09:52:13,53.62022494,9.88575784,5,62.300,,9.750,142,17,20,,
T,2018-10-24 09:52:14,53.62015445,9.88584668,5,62.300,,9.750,142,17,20,,
T,2018-10-24 09:52:15,53.62008291,9.88593503,5,62.400,,9.812,142,16,20,,
T,2018-10-24 09:52:16,53.62000693,9.88602061,5,62.400,,10.062,145,15,20,,
T,2018-10-24 09:52:17,53.61992806,9.88610485,5,62.200,,10.375,147,16,20,,
T,2018-10-24 09:52:18,53.61984944,9.88618825,5,62.600,,10.250,147,17,20,,
T,2018-10-24 09:52:19,53.61977345,9.88626871,5,62.900,,9.938,147,17,20,,
T,2018-10-24 09:52:20,53.61970128,9.88634541,5,63.100,,9.375,147,17,20,,
T,2018-10-24 09:52:21,53.61963427,9.88641414,5,62.900,,8.500,146,17,20,,
T,2018-10-24 09:52:22,53.61957975,9.88646938,5,62.700,,6.938,146,17,20,,
T,2018-10-24 09:52:23,53.61954241,9.88650844,5,62.500,,4.938,147,17,19,,
T,2018-10-24 09:52:24,53.61951408,9.88653383,5,62.300,,3.625,147,17,19,,
T,2018-10-24 09:52:25,53.61949249,9.88655630,5,62.100,,2.938,147,17,19,,
T,2018-10-24 09:52:26,53.61947166,9.88657624,5,61.900,,2.750,149,17,19,,
T,2018-10-24 09:52:27,53.61944932,9.88658991,5,61.900,,2.625,154,17,19,,
T,2018-10-24 09:52:28,53.61942498,9.88659577,5,61.900,,2.688,163,15,19,,
T,2018-10-24 09:52:29,53.61939778,9.88658647,5,62.000,,3.062,181,15,19,,
T,2018-10-24 09:52:30,53.61936588,9.88655353,5,62.100,,4.125,206,15,20,,
T,2018-10-24 09:52:31,53.61933093,9.88649033,5,62.200,,5.375,225,16,20,,
T,2018-10-24 09:52:32,53.61929786,9.88640509,5,62.200,,6.375,239,17,20,,
T,2018-10-24 09:52:33,53.61926346,9.88630526,5,62.400,,7.188,244,16,20,,
T,2018-10-24 09:52:34,53.61921891,9.88618012,5,62.500,,8.562,238,17,20,,
T,2018-10-24 09:52:35,53.61917180,9.88605212,5,62.400,,9.250,238,17,20,,
T,2018-10-24 09:52:36,53.61912268,9.88591860,5,62.400,,9.875,237,17,20,,
T,2018-10-24 09:52:37,53.61907021,9.88578734,5,62.900,,10.125,236,18,20,,
T,2018-10-24 09:52:38,53.61901435,9.88565993,5,63.000,,10.250,233,18,20,,
T,2018-10-24 09:52:39,53.61895697,9.88553856,5,63.200,,10.188,231,18,20,,
T,2018-10-24 09:52:40,53.61889889,9.88541384,5,63.500,,10.312,231,18,20,,
T,2018-10-24 09:52:41,53.61884113,9.88529239,5,63.700,,10.125,231,18,20,,
T,2018-10-24 09:52:42,53.61878757,9.88517672,5,64.000,,9.688,233,18,20,,
T,2018-10-24 09:52:43,53.61873686,9.88506423,5,64.200,,9.312,233,18,20,,
T,2018-10-24 09:52:44,53.61868812,9.88495619,5,64.300,,9.000,233,18,20,,
T,2018-10-24 09:52:45,53.61864345,9.88485619,5,64.200,,8.438,234,18,20,,
T,2018-10-24 09:52:46,53.61860024,9.88476148,5,64.200,,8.062,234,18,20,,
T,2018-10-24 09:52:47,53.61855187,9.88465821,5,64.200,,8.500,234,17,20,,
T,2018-10-24 09:52:48,53.61850326,9.88455176,5,64.100,,8.750,232,18,20,,
T,2018-10-24 09:52:49,53.61845138,9.88444397,5,64.100,,9.000,232,18,20,,
T,2018-10-24 09:52:50,53.61839941,9.88433341,5,64.200,,9.062,231,18,20,,
T,2018-10-24 09:52:51,53.61835016,9.88422797,5,64.100,,8.688,232,17,19,,
T,2018-10-24 09:52:52,53.61830587,9.88412856,5,64.000,,8.250,232,18,19,,
T,2018-10-24 09:52:53,53.61826425,9.88403410,5,64.000,,7.812,232,18,19,,
T,2018-10-24 09:52:54,53.61822301,9.88394391,5,64.000,,7.438,232,17,20,,
T,2018-10-24 09:52:55,53.61818391,9.88386193,5,64.200,,6.875,232,18,21,,
T,2018-10-24 09:52:56,53.61815151,9.88379186,5,64.100,,5.938,233,18,21,,
T,2018-10-24 09:52:57,53.61813056,9.88372363,5,64.100,,5.188,243,18,21,,
T,2018-10-24 09:52:58,53.61812306,9.88365096,5,64.100,,4.750,263,17,21,,
T,2018-10-24 09:52:59,53.61813433,9.88358282,5,64.000,,4.562,287,17,21,,
T,2018-10-24 09:53:00,53.61816178,9.88352305,5,63.800,,4.812,306,16,21,,
T,2018-10-24 09:53:01,53.61819971,9.88347058,5,63.800,,5.250,323,16,21,,
T,2018-10-24 09:53:02,53.61823889,9.88341794,5,63.900,,5.438,330,16,21,,
T,2018-10-24 09:53:03,53.61827921,9.88336447,5,63.800,,5.625,327,16,21,,
T,2018-10-24 09:53:04,53.61832133,9.88330822,5,63.800,,5.875,324,16,21,,
T,2018-10-24 09:53:05,53.61836408,9.88325223,5,63.700,,5.875,323,16,21,,
T,2018-10-24 09:53:06,53.61840649,9.88319540,5,63.700,,6.000,323,16,21,,
T,2018-10-24 09:53:07,53.61845179,9.88313640,5,63.600,,6.250,322,16,21,,
T,2018-10-24 09:53:08,53.61849794,9.88307454,5,63.500,,6.438,321,16,21,,
T,2018-10-24 09:53:09,53.61854265,9.88301276,5,63.600,,6.312,321,16,21,,
T,2018-10-24 09:53:10,53.61858398,9.88295367,5,63.700,,5.938,321,16,21,,
T,2018-10-24 09:53:11,53.61862258,9.88290053,5,63.700,,5.438,321,16,21,,
T,2018-10-24 09:53:12,53.61865690,9.88285476,5,63.700,,4.875,321,16,21,,
T,2018-10-24 09:53:13,53.61868607,9.88281654,5,63.800,,4.125,321,14,18,,
T,2018-10-24 09:53:14,53.61870874,9.88278125,5,63.800,,3.500,319,15,21,,
T,2018-10-24 09:53:15,53.61874918,9.88272258,5,63.400,,4.750,315,15,21,,
T,2018-10-24 09:53:16,53.61879164,9.88266081,5,63.100,,5.250,315,15,21,,
T,2018-10-24 09:53:17,53.61883862,9.88260113,5,62.700,,5.625,319,16,21,,
T,2018-10-24 09:53:18,53.61888321,9.88254983,5,62.100,,5.375,324,17,21,,
T,2018-10-24 09:53:19,53.61891242,9.88251924,5,62.100,,4.188,328,17,21,,
T,2018-10-24 09:53:20,53.61893300,9.88249761,5,62.400,,3.438,329,17,21,,
T,2018-10-24 09:53:21,53.61895664,9.88247221,5,62.800,,3.500,327,16,21,,
T,2018-10-24 09:53:22,53.61897952,9.88244598,5,63.100,,3.500,323,16,21,,
T,2018-10-24 09:53:23,53.61900119,9.88241765,5,63.400,,3.375,321,15,21,,
T,2018-10-24 09:53:24,53.61902072,9.88238772,5,63.700,,3.125,319,15,20,,
T,2018-10-24 09:53:25,53.61904041,9.88235780,5,63.800,,3.062,319,15,20,,
T,2018-10-24 09:53:26,53.61905990,9.88232947,5,63.800,,3.062,321,15,20,,
T,2018-10-24 09:53:27,53.61908161,9.88230139,5,63.700,,3.125,323,15,21,,
T,2018-10-24 09:53:28,53.61910307,9.88227432,5,63.700,,3.062,324,15,21,,
T,2018-10-24 09:53:29,53.61912457,9.88224758,5,63.500,,3.000,325,16,21,,
T,2018-10-24 09:53:30,53.61914565,9.88222176,5,63.500,,3.000,324,16,21,,
T,2018-10-24 09:53:31,53.61916861,9.88219385,5,63.300,,3.125,324,15,21,,
T,2018-10-24 09:53:32,53.61919267,9.88216435,5,63.300,,3.312,324,15,21,,
T,2018-10-24 09:53:33,53.61921857,9.88213073,5,63.300,,3.750,323,15,20,,
T,2018-10-24 09:53:34,53.61924971,9.88208950,5,63.400,,4.375,322,16,21,,
T,2018-10-24 09:53:35,53.61928609,9.88204340,5,63.300,,5.000,322,16,21,,
T,2018-10-24 09:53:36,53.61932825,9.88199185,5,63.200,,5.750,323,15,21,,
T,2018-10-24 09:53:37,53.61937443,9.88193502,5,63.200,,6.250,323,16,21,,
T,2018-10-24 09:53:38,53.61942141,9.88187953,5,63.000,,6.250,324,16,21,,
T,2018-10-24 09:53:39,53.61946429,9.88182547,5,62.900,,5.938,323,16,21,,
T,2018-10-24 09:53:40,53.61950582,9.88177325,5,62.800,,5.750,323,16,21,,
T,2018-10-24 09:53:41,53.61954945,9.88171793,5,62.700,,6.125,324,15,21,,
T,2018-10-24 09:53:42,53.61959710,9.88165783,5,62.700,,6.562,324,16,21,,
T,2018-10-24 09:53:43,53.61964420,9.88159413,5,62.700,,6.625,322,17,21,,
T,2018-10-24 09:53:44,53.61968871,9.88152975,5,62.700,,6.438,318,16,21,,
T,2018-10-24 09:53:45,53.61972660,9.88145909,5,62.600,,6.250,310,17,20,,
T,2018-10-24 09:53:46,53.61975602,9.88138164,5,62.600,,6.062,301,16,21,,
T,2018-10-24 09:53:47,53.61977580,9.88129682,5,62.500,,6.000,288,15,21,,
T,2018-10-24 09:53:48,53.61978112,9.88120579,5,62.400,,6.000,272,15,21,,
T,2018-10-24 09:53:49,53.61977023,9.88111217,5,62.300,,6.188,255,17,21,,
T,2018-10-24 09:53:50,53.61974646,9.88101837,5,62.400,,6.562,243,18,21,,
T,2018-10-24 09:53:51,53.61971423,9.88092357,5,62.400,,7.062,236,18,21,,
T,2018-10-24 09:53:52,53.61967710,9.88082358,5,62.600,,7.625,236,18,21,,
T,2018-10-24 09:53:53,53.61963758,9.88071838,5,62.700,,8.062,236,18,21,,
T,2018-10-24 09:53:54,53.61959530,9.88061185,5,62.900,,8.312,236,18,21,,
T,2018-10-24 09:53:55,53.61955217,9.88050557,5,63.100,,8.312,236,18,21,,
T,2018-10-24 09:53:56,53.61950905,9.88039945,5,63.300,,8.375,236,18,21,,
T,2018-10-24 09:53:57,53.61946429,9.88029501,5,63.600,,8.375,236,18,21,,
T,2018-10-24 09:53:58,53.61942057,9.88019317,5,64.000,,8.125,236,18,21,,
T,2018-10-24 09:53:59,53.61937913,9.88009435,5,64.200,,7.875,236,18,21,,
T,2018-10-24 09:54:00,53.61933914,9.87999913,5,64.400,,7.562,237,18,21,,
T,2018-10-24 09:54:01,53.61930034,9.87990827,5,64.500,,7.250,237,18,21,,
T,2018-10-24 09:54:02,53.61926212,9.87982001,5,64.700,,7.125,236,18,21,,
T,2018-10-24 09:54:03,53.61922448,9.87973167,5,64.800,,7.062,236,18,21,,
T,2018-10-24 09:54:04,53.61918781,9.87964349,5,64.800,,7.000,236,18,21,,
T,2018-10-24 09:54:05,53.61915361,9.87955439,5,64.700,,6.938,238,18,21,,
T,2018-10-24 09:54:06,53.61911891,9.87946822,5,64.900,,6.750,237,18,21,,
T,2018-10-24 09:54:07,53.61908622,9.87938608,5,65.000,,6.438,238,18,21,,
T,2018-10-24 09:54:08,53.61905408,9.87930612,5,65.000,,6.312,237,17,21,,
T,2018-10-24 09:54:09,53.61902155,9.87922825,5,65.000,,6.250,235,18,20,,
T,2018-10-24 09:54:10,53.61898652,9.87915508,5,65.000,,6.188,232,18,20,,
T,2018-10-24 09:54:11,53.61894960,9.87908031,5,64.900,,6.312,230,18,20,,
T,2018-10-24 09:54:12,53.61891024,9.87900445,5,64.900,,6.500,230,16,20,,
T,2018-10-24 09:54:13,53.61887076,9.87892977,5,64.900,,6.375,229,18,20,,
T,2018-10-24 09:54:14,53.61883317,9.87886749,5,65.000,,5.688,225,18,20,,
T,2018-10-24 09:54:15,53.61880061,9.87882382,5,65.000,,4.500,218,16,20,,
T,2018-10-24 09:54:16,53.61877282,9.87879792,5,64.900,,3.500,207,16,20,,
T,2018-10-24 09:54:17,53.61874847,9.87878921,5,64.900,,2.812,192,17,20,,
T,2018-10-24 09:54:18,53.61872425,9.87879532,5,64.900,,2.750,172,17,20,,
T,2018-10-24 09:54:19,53.61869793,9.87881896,5,65.200,,3.250,150,17,20,,
T,2018-10-24 09:54:20,53.61867140,9.87886431,5,65.300,,4.125,131,17,20,,
T,2018-10-24 09:54:21,53.61864751,9.87892902,5,65.300,,4.938,119,18,20,,
T,2018-10-24 09:54:22,53.61862270,9.87899884,5,65.200,,5.312,116,18,20,,
T,2018-10-24 09:54:23,53.61859110,9.87906841,5,65.100,,5.688,123,18,21,,
T,2018-10-24 09:54:24,53.61855766,9.87914644,5,65.100,,6.312,122,18,20,,
T,2018-10-24 09:54:25,53.61852836,9.87924107,5,65.000,,6.812,118,18,21,,
T,2018-10-24 09:54:26,53.61850146,9.87933738,5,64.900,,6.875,117,18,21,,
T,2018-10-24 09:54:27,53.61847464,9.87943092,5,64.700,,6.750,118,16,21,,
T,2018-10-24 09:54:28,53.61844572,9.87952430,5,64.700,,6.938,119,17,21,,
T,2018-10-24 09:54:29,53.61841433,9.87962119,5,64.700,,7.188,120,17,21,,
T,2018-10-24 09:54:30,53.61838210,9.87972245,5,64.600,,7.500,118,17,21,,
T,2018-10-24 09:54:31,53.61834819,9.87982973,5,64.600,,7.938,118,16,21,,
T,2018-10-24 09:54:32,53.61831286,9.87994147,5,64.700,,8.250,118,16,21,,
T,2018-10-24 09:54:33,53.61827607,9.88005395,5,64.700,,8.375,119,16,21,,
T,2018-10-24 09:54:34,53.61823743,9.88016644,5,64.600,,8.500,121,16,21,,
T,2018-10-24 09:54:35,53.61820009,9.88027942,5,64.700,,8.438,121,15,21,,
T,2018-10-24 09:54:36,53.61816228,9.88039107,5,64.700,,8.500,121,16,21,,
T,2018-10-24 09:54:37,53.61812490,9.88050104,5,64.600,,8.375,121,17,21,,
T,2018-10-24 09:54:38,53.61808127,9.88061621,5,64.600,,8.812,122,16,21,,
T,2018-10-24 09:54:39,53.61803764,9.88073775,5,64.500,,9.188,121,17,21,,
T,2018-10-24 09:54:40,53.61799632,9.88086347,5,64.600,,9.312,120,17,21,,
T,2018-10-24 09:54:41,53.61795680,9.88098778,5,64.500,,9.250,119,17,21,,
T,2018-10-24 09:54:42,53.61791996,9.88110873,5,64.400,,9.000,118,17,21,,
T,2018-10-24 09:54:43,53.61788384,9.88122473,5,64.100,,8.750,118,17,20,,
T,2018-10-24 09:54:44,53.61784536,9.88134124,5,63.800,,8.750,119,17,20,,
T,2018-10-24 09:54:45,53.61780207,9.88145457,5,63.600,,8.750,120,17,21,,
T,2018-10-24 09:54:46,53.61776331,9.88156730,5,63.500,,8.562,120,17,21,,
T,2018-10-24 09:54:47,53.61772580,9.88168214,5,63.400,,8.562,119,17,21,,
T,2018-10-24 09:54:48,53.61768766,9.88179890,5,63.500,,8.562,119,17,21,,
T,2018-10-24 09:54:49,53.61764730,9.88191373,5,63.600,,8.562,120,17,21,,
T,2018-10-24 09:54:50,53.61760342,9.88202470,5,63.600,,8.500,121,17,20,,
T,2018-10-24 09:54:51,53.61756302,9.88212805,5,63.400,,8.000,122,17,21,,
T,2018-10-24 09:54:52,53.61752597,9.88221430,5,63.300,,6.875,125,17,21,,
T,2018-10-24 09:54:53,53.61749479,9.88227893,5,63.200,,5.375,128,17,21,,
T,2018-10-24 09:54:54,53.61747413,9.88232159,5,63.100,,3.750,129,17,21,,
T,2018-10-24 09:54:55,53.61745879,9.88235570,5,63.000,,3.000,127,17,21,,
T,2018-10-24 09:54:56,53.61744588,9.88238856,5,62.700,,2.750,124,16,21,,
T,2018-10-24 09:54:57,53.61743033,9.88242678,5,62.600,,3.125,123,17,21,,
T,2018-10-24 09:54:58,53.61740829,9.88248202,5,62.500,,4.375,122,16,21,,
T,2018-10-24 09:54:59,53.61737950,9.88255645,5,62.600,,5.688,121,16,21,,
T,2018-10-24 09:55:00,53.61735209,9.88263449,5,62.400,,5.938,120,17,21,,
T,2018-10-24 09:55:01,53.61732631,9.88270967,5,62.400,,5.750,119,16,21,,
T,2018-10-24 09:55:02,53.61729891,9.88278779,5,62.400,,6.062,119,16,21,,
T,2018-10-24 09:55:03,53.61726529,9.88287739,5,62.500,,7.000,119,16,21,,
T,2018-10-24 09:55:04,53.61722971,9.88297546,5,62.600,,7.438,120,16,21,,
T,2018-10-24 09:55:05,53.61719560,9.88307169,5,62.600,,7.312,120,17,21,,
T,2018-10-24 09:55:06,53.61716165,9.88316481,5,62.700,,7.188,122,16,21,,
T,2018-10-24 09:55:07,53.61712737,9.88325709,5,62.800,,7.125,122,16,20,,
T,2018-10-24 09:55:08,53.61709493,9.88335106,5,63.000,,7.188,122,16,20,,
T,2018-10-24 09:55:09,53.61706195,9.88344644,5,63.000,,7.250,121,16,20,,
T,2018-10-24 09:55:10,53.61702779,9.88354384,5,63.200,,7.438,121,16,20,,
T,2018-10-24 09:55:11,53.61699204,9.88364459,5,63.200,,7.688,121,15,20,,
T,2018-10-24 09:55:12,53.61695542,9.88374953,5,63.300,,8.000,120,16,21,,
T,2018-10-24 09:55:13,53.61691828,9.88385716,5,63.300,,8.188,120,16,21,,
T,2018-10-24 09:55:14,53.61688006,9.88396729,5,63.500,,8.312,120,15,20,,
T,2018-10-24 09:55:15,53.61683941,9.88407785,5,63.700,,8.500,120,16,20,,
T,2018-10-24 09:55:16,53.61680022,9.88419050,5,63.900,,8.500,119,16,20,,
T,2018-10-24 09:55:17,53.61676422,9.88430492,5,64.100,,8.500,118,17,20,,
T,2018-10-24 09:55:18,53.61672806,9.88441765,5,64.300,,8.438,118,15,20,,
T,2018-10-24 09:55:19,53.61669176,9.88452964,5,64.300,,8.375,117,15,20,,
T,2018-10-24 09:55:20,53.61665442,9.88464237,5,64.300,,8.438,119,15,20,,
T,2018-10-24 09:55:21,53.61661146,9.88475402,5,64.400,,8.500,120,16,20,,
T,2018-10-24 09:55:22,53.61656809,9.88486139,5,64.400,,8.375,122,16,20,,
T,2018-10-24 09:55:23,53.61652798,9.88496466,5,64.500,,8.125,123,16,20,,
T,2018-10-24 09:55:24,53.61648687,9.88506507,5,64.600,,8.000,124,17,20,,
T,2018-10-24 09:55:25,53.61644701,9.88516247,5,64.600,,7.812,124,16,19,,
T,2018-10-24 09:55:26,53.61640908,9.88526037,5,64.600,,7.750,123,16,20,,
T,2018-10-24 09:55:27,53.61637233,9.88535978,5,64.700,,7.688,122,17,19,,
T,2018-10-24 09:55:28,53.61633578,9.88545927,5,64.800,,7.750,121,17,20,,
T,2018-10-24 09:55:29,53.61630058,9.88555977,5,64.900,,7.688,121,17,19,,
T,2018-10-24 09:55:30,53.61626336,9.88565859,5,64.800,,7.688,120,17,19,,
T,2018-10-24 09:55:31,53.61622770,9.88575893,5,64.900,,7.688,120,17,20,,
T,2018-10-24 09:55:32,53.61619430,9.88585766,5,64.800,,7.562,120,16,20,,
T,2018-10-24 09:55:33,53.61616077,9.88595355,5,64.600,,7.375,119,16,20,,
T,2018-10-24 09:55:34,53.61612976,9.88604575,5,64.600,,7.000,118,16,20,,
T,2018-10-24 09:55:35,53.61610285,9.88613636,5,64.700,,6.750,116,15,20,,
T,2018-10-24 09:55:36,53.61607959,9.88622387,5,64.900,,6.312,115,15,20,,
T,2018-10-24 09:55:37,53.61605247,9.88630149,5,65.100,,5.938,118,16,20,,
T,2018-10-24 09:55:38,53.61602448,9.88637516,5,65.400,,5.812,120,17,20,,
T,2018-10-24 09:55:39,53.61599426,9.88644859,5,65.500,,5.875,122,17,20,,
T,2018-10-24 09:55:40,53.61596141,9.88652252,5,65.600,,6.062,125,16,20,,
T,2018-10-24 09:55:41,53.61592775,9.88659686,5,65.700,,6.250,127,17,20,,
T,2018-10-24 09:55:42,53.61589209,9.88667926,5,65.700,,6.688,127,17,20,,
T,2018-10-24 09:55:43,53.61585801,9.88676886,5,65.800,,7.000,125,17,20,,
T,2018-10-24 09:55:44,53.61582336,9.88686508,5,65.700,,7.438,122,17,20,,
T,2018-10-24 09:55:45,53.61578849,9.88697095,5,65.800,,7.938,120,17,20,,
T,2018-10-24 09:55:46,53.61575203,9.88708276,5,65.800,,8.375,119,16,20,,
T,2018-10-24 09:55:47,53.61571447,9.88719726,5,65.700,,8.625,119,16,20,,
T,2018-10-24 09:55:48,53.61567412,9.88730933,5,66.000,,8.562,120,17,20,,
T,2018-10-24 09:55:49,53.61563602,9.88741712,5,66.000,,8.250,120,17,20,,
T,2018-10-24 09:55:50,53.61559964,9.88752047,5,66.000,,7.938,121,17,20,,
T,2018-10-24 09:55:51,53.61556238,9.88762256,5,66.200,,7.875,120,17,20,,
T,2018-10-24 09:55:52,53.61552580,9.88772700,5,66.300,,7.938,120,18,20,,
T,2018-10-24 09:55:53,53.61548904,9.88783537,5,66.400,,8.125,119,16,20,,
T,2018-10-24 09:55:54,53.61545153,9.88794635,5,66.300,,8.375,119,16,20,,
T,2018-10-24 09:55:55,53.61541214,9.88805825,5,66.300,,8.500,120,17,20,,
T,2018-10-24 09:55:56,53.61537300,9.88816981,5,66.400,,8.500,121,17,20,,
T,2018-10-24 09:55:57,53.61533549,9.88828029,5,66.200,,8.375,121,18,20,,
T,2018-10-24 09:55:58,53.61529668,9.88838900,5,66.200,,8.312,120,18,20,,
T,2018-10-24 09:55:59,53.61525854,9.88849645,5,66.100,,8.188,120,17,20,,
T,2018-10-24 09:56:00,53.61522350,9.88860039,5,65.900,,7.875,119,18,20,,
T,2018-10-24 09:56:01,53.61518901,9.88870500,5,65.800,,7.875,119,18,20,,
T,2018-10-24 09:56:02,53.61515238,9.88881346,5,65.700,,8.125,119,18,20,,
T,2018-10-24 09:56:03,53.61511555,9.88892066,5,65.600,,8.125,119,18,20,,
T,2018-10-24 09:56:04,53.61507904,9.88902728,5,65.600,,8.125,120,18,20,,
T,2018-10-24 09:56:05,53.61504258,9.88913490,5,65.400,,8.250,120,18,20,,
T,2018-10-24 09:56:06,53.61500599,9.88924177,5,65.400,,8.188,121,18,20,,
T,2018-10-24 09:56:07,53.61496664,9.88935359,5,65.500,,8.500,120,18,20,,
T,2018-10-24 09:56:08,53.61492641,9.88946674,5,65.700,,8.562,121,18,20,,
T,2018-10-24 09:56:09,53.61488877,9.88957479,5,65.800,,8.250,120,18,20,,
T,2018-10-24 09:56:10,53.61485311,9.88967713,5,65.500,,7.875,120,17,20,,
T,2018-10-24 09:56:11,53.61481795,9.88977687,5,65.500,,7.688,120,18,20,,
T,2018-10-24 09:56:12,53.61478400,9.88987796,5,65.300,,7.562,118,17,20,,
T,2018-10-24 09:56:13,53.61475114,9.88997863,5,65.200,,7.500,117,17,20,,
T,2018-10-24 09:56:14,53.61471665,9.89007519,5,65.200,,7.375,119,18,20,,
T,2018-10-24 09:56:15,53.61468141,9.89016454,5,65.100,,7.125,122,18,20,,
T,2018-10-24 09:56:16,53.61464528,9.89024576,5,65.000,,6.688,125,17,20,,
T,2018-10-24 09:56:17,53.61461083,9.89032187,5,64.900,,6.312,127,17,20,,
T,2018-10-24 09:56:18,53.61457940,9.89039185,5,64.800,,5.750,128,17,20,,
T,2018-10-24 09:56:19,53.61455174,9.89044818,5,64.900,,4.812,129,18,20,,
T,2018-10-24 09:56:20,53.61452571,9.89049009,5,64.900,,4.062,132,18,20,,
T,2018-10-24 09:56:21,53.61450191,9.89052412,5,65.200,,3.562,137,18,20,,
T,2018-10-24 09:56:22,53.61447207,9.89054549,5,65.200,,3.562,148,16,20,,
T,2018-10-24 09:56:23,53.61443657,9.89055245,5,65.300,,3.625,160,16,20,,
T,2018-10-24 09:56:24,53.61441134,9.89054390,5,65.300,,2.688,176,17,20,,
T,2018-10-24 09:56:25,53.61438686,9.89052856,5,65.400,,1.312,188,16,20,,
T,2018-10-24 09:56:26,53.61437262,9.89053016,5,65.300,,1.375,187,16,20,,
T,2018-10-24 09:56:27,53.61435258,9.89053217,5,65.100,,2.250,187,15,21,,
T,2018-10-24 09:56:28,53.61432610,9.89052563,5,65.000,,3.000,190,17,21,,
T,2018-10-24 09:56:29,53.61428440,9.89051390,5,64.800,,4.375,189,17,21,,
T,2018-10-24 09:56:30,53.61423352,9.89050627,5,64.600,,5.312,186,17,21,,
T,2018-10-24 09:56:31,53.61417702,9.89050040,5,64.400,,6.062,185,16,21,,
T,2018-10-24 09:56:32,53.61411521,9.89049210,5,64.200,,6.625,185,15,21,,
T,2018-10-24 09:56:33,53.61405272,9.89048347,5,64.000,,6.688,186,16,21,,
T,2018-10-24 09:56:34,53.61399296,9.89046670,5,63.900,,6.438,189,17,21,,
T,2018-10-24 09:56:35,53.61394300,9.89043536,5,63.700,,5.688,201,17,21,,
T,2018-10-24 09:56:36,53.61391161,9.89038054,5,63.600,,4.812,222,17,21,,
T,2018-10-24 09:56:37,53.61390382,9.89029999,5,63.500,,5.062,253,17,21,,
T,2018-10-24 09:56:38,53.61391291,9.89020234,5,63.400,,6.125,280,16,21,,
T,2018-10-24 09:56:39,53.61392829,9.89009053,5,63.500,,7.250,292,16,21,,
T,2018-10-24 09:56:40,53.61394652,9.88996664,5,63.600,,8.062,290,16,21,,
T,2018-10-24 09:56:41,53.61396450,9.88983555,5,63.800,,8.625,289,16,21,,
T,2018-10-24 09:56:42,53.61398248,9.88970127,5,63.700,,8.938,285,16,21,,
T,2018-10-24 09:56:43,53.61400159,9.88956515,5,63.800,,9.062,284,14,21,,
T,2018-10-24 09:56:44,53.61402326,9.88942961,5,63.600,,9.062,285,15,21,,
T,2018-10-24 09:56:45,53.61404564,9.88929626,5,63.600,,8.938,285,16,21,,
T,2018-10-24 09:56:46,53.61406680,9.88916759,5,63.600,,8.750,285,16,21,,
T,2018-10-24 09:56:47,53.61408813,9.88904052,5,63.600,,8.688,286,16,21,,
T,2018-10-24 09:56:48,53.61411064,9.88891848,5,63.500,,8.375,287,15,21,,
T,2018-10-24 09:56:49,53.61413507,9.88880415,5,63.300,,7.938,290,15,21,,
